Name,Overall,Potential,Age,Club,Nationality,Positions,ValueEUR,WageEUR,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,AgeCategory,RatingCategory
G. Til,75,78,24,PSV,Netherlands,"CAM,CM",7500000,15000,69,75,70,72,61,75,Adult,Good Player
Cucho Hernández,75,80,23,Columbus Crew,Colombia,"ST,RM,LM",8500000,9000,82,75,65,73,42,74,Adult,Good Player
V. Nelsson,75,81,23,Galatasaray SK,Denmark,CB,8000000,42000,71,43,62,64,74,83,Adult,Good Player
D. Geiger,75,80,24,TSG Hoffenheim,Germany,CM,8500000,27000,53,53,74,79,61,58,Adult,Good Player
J. Mosquera,75,75,32,FC Viktoria Plzeň,Colombia,LM,4500000,1000,78,70,70,75,59,76,Senior,Good Player
D. Liénard,75,75,34,RC Strasbourg Alsace,France,"LWB,CM",2100000,22000,53,70,79,73,72,71,Senior,Good Player
Jean,75,78,26,Club Cerro Porteño,Brazil,GK,5500000,750,74,75,68,78,29,76,Adult,Good Player
Toni Martínez,75,80,25,FC Porto,Spain,ST,8500000,14000,69,76,59,72,24,77,Adult,Good Player
Y. Wissa,75,76,25,Brentford,Congo DR,"LW,ST,LM",6500000,44000,86,74,65,76,28,68,Adult,Good Player
Dodô,75,84,23,Fiorentina,Brazil,RB,12000000,34000,88,59,71,77,68,70,Adult,Good Player
J. Willock,75,84,22,Newcastle United,England,"CM,CAM",12500000,58000,76,72,69,77,67,70,Young,Good Player
J. McArthur,75,75,34,Crystal Palace,Scotland,"CDM,CM",1900000,42000,52,67,71,72,74,68,Senior,Good Player
M. Okugawa,75,77,26,DSC Arminia Bielefeld,Japan,"CAM,LM",7000000,18000,80,66,70,80,43,45,Adult,Good Player
R. Olsen,75,75,32,Aston Villa,Sweden,GK,2800000,47000,76,74,78,75,35,75,Senior,Good Player
Cesinha,75,75,32,Daegu FC,Brazil,"LW,ST,CAM",4500000,10000,81,76,72,75,32,72,Senior,Good Player
M. Bayo,75,80,24,LOSC Lille,Guinea,ST,8500000,28000,70,76,60,73,26,62,Adult,Good Player
J. El Yamiq,75,75,30,Real Valladolid CF,Morocco,CB,4600000,20000,86,48,52,62,74,80,Senior,Good Player
D. Martínez,75,78,24,River Plate,Paraguay,"CB,LB",7000000,13000,79,54,70,66,74,79,Adult,Good Player
Junior Firpo,75,78,25,Leeds United,Spain,"LB,LWB",7000000,31000,75,62,70,71,72,75,Adult,Good Player
Y. Atal,75,78,26,OGC Nice,Algeria,"RB,RM",7000000,33000,88,67,71,79,68,68,Adult,Good Player
Carles Pérez,75,78,24,RC Celta de Vigo,Spain,"RM,ST,CAM",7500000,43000,80,73,68,79,36,62,Adult,Good Player
Paulinho,75,81,21,Bayer 04 Leverkusen,Brazil,"LM,CAM",9000000,31000,85,68,71,81,36,63,Young,Good Player
E. Shomurodov,75,76,27,Roma,Uzbekistan,"ST,CF",6500000,54000,82,74,63,75,39,70,Adult,Good Player
M. Boadu,75,83,21,AS Monaco,Netherlands,ST,12500000,34000,88,74,62,76,28,66,Young,Good Player
K. Wagner,75,79,25,Philadelphia Union,Germany,"LB,LWB",7000000,8000,78,48,64,69,73,78,Adult,Good Player
K. Dewsbury-Hall,75,80,23,Leicester City,England,"CM,CDM",8500000,55000,66,64,74,75,66,71,Adult,Good Player
M. Bakker,75,81,22,Bayer 04 Leverkusen,Netherlands,LB,8500000,33000,85,53,66,71,72,75,Young,Good Player
Wilson Manafá,75,75,27,FC Porto,Portugal,"RB,LB",5500000,12000,85,58,67,72,69,68,Adult,Good Player
E. Pinnock,75,75,29,Brentford,Jamaica,CB,4700000,40000,67,37,57,61,76,79,Adult,Good Player
Rodrigo Becão,75,78,26,Udinese Calcio,Brazil,CB,6500000,15000,49,33,56,49,78,71,Adult,Good Player
R. Vargas,75,81,23,FC Augsburg,Switzerland,"LM,RM",9000000,22000,89,69,67,79,54,64,Adult,Good Player
Michael,75,76,26,Al Hilal,Brazil,"LW,RW",6500000,38000,84,70,63,83,28,56,Adult,Good Player
K. Danso,75,80,23,Racing Club de Lens,Austria,CB,7500000,23000,79,32,50,57,73,78,Adult,Good Player
D. Muñoz,75,76,26,KRC Genk,Colombia,"RB,CB,CDM",6000000,15000,78,50,66,70,73,75,Adult,Good Player
A. Sambi Lokonga,75,83,22,Arsenal,Belgium,"CM,CDM",12500000,55000,66,58,75,78,69,69,Young,Good Player
B. Brereton Díaz,75,82,23,Blackburn Rovers,Chile,"ST,LW",11500000,38000,84,73,63,74,41,76,Adult,Good Player
Nico González,75,85,20,Valencia CF,Spain,CM,12500000,72000,66,63,74,72,73,78,Young,Good Player
W. Omari,75,82,22,Stade Rennais FC,France,CB,10500000,30000,65,34,58,61,77,73,Young,Good Player
A. Truffert,75,84,20,Stade Rennais FC,France,LB,12000000,25000,73,55,70,73,72,68,Young,Good Player
J. Šutalo,75,84,22,Dinamo Zagreb,Croatia,CB,12000000,800,78,29,58,67,76,77,Young,Good Player
F. Farías,75,85,19,Club Atlético Colón,Argentina,"ST,CF,LM",12000000,9000,86,72,69,83,39,70,Young,Good Player
A. Broja,75,85,20,Chelsea,Albania,ST,12500000,64000,76,74,54,75,29,76,Young,Good Player
K. Sulemana,75,85,20,Stade Rennais FC,Ghana,"LW,LM,ST",12500000,32000,93,69,66,80,28,62,Young,Good Player
N. Rovella,75,88,20,AC Monza,Italy,"CM,CDM",13500000,55000,72,61,74,76,68,64,Young,Good Player
C. Roldan,75,75,27,Seattle Sounders FC,United States,"RM,CM,CAM",6000000,9000,74,69,72,75,70,81,Adult,Good Player
M. Bard,75,82,21,OGC Nice,France,LB,11000000,24000,76,52,67,74,71,70,Young,Good Player
J. Gallardo,75,75,27,Free agent,Mexico,"LB,LM,LW",0,0,83,67,70,75,69,74,Adult,Good Player
M. Eggestein,75,76,25,Sport-Club Freiburg,Germany,"CDM,CM",6000000,22000,59,63,70,73,71,74,Adult,Good Player
Kaku,75,75,27,Al Taawoun,Paraguay,"CAM,LM",6000000,24000,81,68,73,77,52,64,Adult,Good Player
Gonçalo Ramos,75,85,21,SL Benfica,Portugal,"ST,CF",12500000,11000,77,73,64,74,40,80,Young,Good Player
Tiago Tomás,75,82,20,VfB Stuttgart,Portugal,"ST,RW",11000000,11000,87,70,58,77,38,69,Young,Good Player
A. Theate,75,82,22,Stade Rennais FC,Belgium,CB,10500000,30000,72,40,51,53,75,79,Young,Good Player
João Mário,75,84,22,FC Porto,Portugal,RB,12000000,10000,86,62,68,75,69,63,Young,Good Player
A. Knauff,75,83,20,Eintracht Frankfurt,Germany,"RM,LM",12500000,27000,87,62,68,77,51,58,Young,Good Player
J. Juranović,75,76,26,Celtic,Croatia,"RB,LB",6000000,42000,86,64,73,74,70,68,Adult,Good Player
N. Seiwald,75,84,21,FC Red Bull Salzburg,Austria,"CM,CDM",12500000,19000,73,62,73,72,72,73,Young,Good Player
O. Lingr,75,80,23,SK Slavia Praha,Czech Republic,"CAM,LM,RM",8500000,1000,79,73,71,77,44,78,Adult,Good Player
K. Aktürkoğlu,75,81,23,Galatasaray SK,Turkey,"LM,LW,RM",9000000,46000,84,70,67,77,37,56,Adult,Good Player
M. Gusto,75,85,19,Olympique Lyonnais,France,RB,11500000,24000,86,49,68,70,67,71,Young,Good Player
Gabriel Veron,75,87,19,FC Porto,Brazil,"RM,LM",13500000,7000,84,68,68,79,28,50,Young,Good Player
A. Varela,75,85,20,Boca Juniors,Argentina,"CDM,CM",11500000,11000,70,59,72,72,71,74,Young,Good Player
M. Uzuni,75,75,27,Granada CF,Albania,"LM,LW,ST",6000000,12000,83,72,66,79,27,63,Adult,Good Player
A. Mandous,75,75,30,SK Slavia Praha,Czech Republic,GK,3700000,950,76,75,79,77,19,73,Senior,Good Player
I. Schranz,75,75,28,SK Slavia Praha,Slovakia,"RM,RB,ST",5500000,1000,83,75,67,74,65,76,Adult,Good Player
J. Pešek,75,75,29,AC Sparta Praha,Czech Republic,"RM,LM,CF",5500000,1000,86,69,69,77,28,49,Adult,Good Player
T. Minamino,75,76,27,AS Monaco,Japan,"CF,LW,RW",6500000,45000,78,74,70,81,38,62,Adult,Good Player
F. Sotoca,75,75,31,Racing Club de Lens,France,ST,4800000,31000,74,72,69,71,43,80,Senior,Good Player
Pascoal Muscato,75,75,30,Santos,Brazil,"CDM,CM",4700000,23000,58,68,69,70,73,76,Senior,Good Player
Leo Vimieiro,75,75,26,São Paulo,Brazil,LB,5500000,30000,73,52,66,70,74,71,Adult,Good Player
Simão Donatinho,75,75,26,Sport Club Corinthians Paulista,Brazil,GK,4500000,20000,76,70,77,75,43,75,Adult,Good Player
Enaldo Praz,75,75,38,Sport Club Corinthians Paulista,Brazil,"LB,LWB",1200000,18000,70,49,68,65,74,71,Senior,Good Player
Walexinton,75,75,30,Club Athletico Paranaense,Brazil,GK,3700000,11000,74,71,69,76,37,75,Senior,Good Player
Jailson Caeiro,75,75,30,Ceará Sporting Club,Brazil,"RB,RM",4800000,13000,70,53,63,72,74,69,Senior,Good Player
Kaíqundo Calado,75,75,26,Atlético Clube Goianiense,Brazil,"RB,CDM",5500000,13000,82,51,64,71,72,73,Adult,Good Player
Estevão Candeira,75,75,26,Flamengo,Brazil,"RB,LB",5500000,30000,77,59,70,69,70,68,Adult,Good Player
Jorginhson,75,75,30,Ceará Sporting Club,Brazil,"CDM,CM,CAM",4700000,13000,70,57,68,74,76,64,Senior,Good Player
Cris Laranjeiros,75,75,30,Club Athletico Paranaense,Brazil,CB,4600000,14000,70,54,61,64,75,81,Senior,Good Player
Davi Parrela,75,75,22,Atlético Clube Goianiense,Brazil,"CB,CDM",6000000,11000,64,40,54,52,76,78,Young,Good Player
P. Lees-Melou,75,75,29,Stade Brestois 29,France,"CM,CAM",5500000,23000,65,72,76,75,67,74,Adult,Good Player
T. Davies,75,78,24,Everton,England,"CM,CDM",7500000,31000,65,64,73,75,69,70,Adult,Good Player
F. Centonze,75,78,26,FC Metz,France,"RWB,RB",7000000,8000,81,51,68,70,70,78,Adult,Good Player
A. Barboza,75,78,27,Club Libertad,Argentina,CB,6500000,900,51,57,60,64,73,87,Adult,Good Player
B. Heynen,75,80,25,KRC Genk,Belgium,"CM,CDM",8000000,15000,65,71,74,73,71,72,Adult,Good Player
Toni Villa,75,75,27,Girona FC,Spain,"LM,CAM,RM",6000000,24000,74,63,74,77,53,49,Adult,Good Player
W. Anton,75,78,25,VfB Stuttgart,Germany,"CB,CDM",6500000,20000,64,46,59,65,75,79,Adult,Good Player
T. Ouwejan,75,78,25,FC Schalke 04,Netherlands,"LB,LWB",7000000,20000,73,61,77,72,69,75,Adult,Good Player
T. Lorch,75,75,28,Orlando Pirates,South Africa,"RW,LW,CF",5500000,1000,78,73,71,74,46,55,Adult,Good Player
Kevin,75,75,29,RC Celta de Vigo,Spain,"RB,RWB",4900000,21000,66,53,67,66,73,66,Adult,Good Player
L. Godoy,75,76,27,Estudiantes de La Plata,Argentina,"RB,RWB",6000000,12000,85,57,66,73,69,80,Adult,Good Player
J. Cullen,75,78,26,Burnley,Republic of Ireland,"CDM,CM",6500000,36000,68,56,73,71,72,71,Adult,Good Player
S. Berge,75,81,24,Sheffield United,Norway,"CDM,CM",8000000,22000,64,62,71,72,73,83,Adult,Good Player
L. Haraslín,75,76,26,AC Sparta Praha,Slovakia,"LM,RM",6500000,1000,80,68,70,79,40,60,Adult,Good Player
S. Rahimi,75,76,26,Al Ain FC,Morocco,"LM,ST",6500000,1000,85,73,70,74,38,65,Adult,Good Player
F. Gatti,75,81,24,Juventus,Italy,CB,8000000,59000,68,35,48,54,76,76,Adult,Good Player
P. Jansson,75,75,31,Brentford,Sweden,CB,3800000,38000,53,42,54,62,75,79,Senior,Good Player
V. Aboubakar,75,75,30,Al Nassr,Cameroon,ST,5500000,38000,73,74,71,75,36,81,Senior,Good Player
P. Dawidowicz,75,78,27,Hellas Verona,Poland,CB,6500000,23000,62,48,63,65,76,77,Adult,Good Player
C. Goldson,75,76,29,Rangers FC,England,CB,5000000,44000,69,50,62,65,74,82,Adult,Good Player
T. Pukki,75,75,32,Norwich City,Finland,ST,4600000,43000,77,76,62,73,36,73,Senior,Good Player
A. Luthe,75,75,35,1. FC Kaiserslautern,Germany,GK,625000,7000,76,70,61,76,38,77,Senior,Good Player
D. Criscito,75,75,35,Toronto FC,Italy,"CB,LB,LM",1500000,6000,68,61,74,71,77,71,Senior,Good Player
T. Adarabioyo,75,82,24,Fulham,England,CB,10500000,38000,72,31,57,58,75,77,Adult,Good Player
A. Iwobi,75,76,26,Everton,Nigeria,"RM,RWB,CM",6500000,36000,74,64,72,78,38,65,Adult,Good Player
A. Duncan,75,75,29,Fiorentina,Ghana,CM,5500000,46000,73,64,72,74,74,81,Adult,Good Player
F. Caicedo,75,75,33,Abha Club,Ecuador,ST,3600000,15000,65,74,67,71,43,74,Senior,Good Player
Fábio Cardoso,75,77,28,FC Porto,Portugal,CB,5500000,12000,61,32,52,64,76,80,Adult,Good Player
P. Aguilar,75,75,35,Club Libertad,Paraguay,CB,1500000,650,63,52,54,57,77,74,Senior,Good Player
Cédric,75,75,30,Arsenal,Portugal,RB,4800000,58000,71,61,70,75,73,64,Senior,Good Player
M. Wöber,75,80,24,FC Red Bull Salzburg,Austria,CB,7500000,20000,72,51,66,64,74,80,Adult,Good Player
B. Petković,75,75,27,Dinamo Zagreb,Croatia,"ST,CAM",6000000,1000,74,72,76,79,39,75,Adult,Good Player
R. Mandragora,75,79,25,Fiorentina,Italy,"CM,CDM",8000000,42000,55,65,74,75,74,75,Adult,Good Player
D. Bouanga,75,75,27,Los Angeles FC,Gabon,"LM,ST,RM",6000000,9000,84,73,70,76,38,72,Adult,Good Player
T. Bakayoko,75,76,27,AC Milan,France,"CDM,CM",6000000,71000,61,48,65,71,75,83,Adult,Good Player
A. Harit,75,78,25,Olympique de Marseille,Morocco,"LM,CAM,CM",7500000,22000,74,62,71,79,39,49,Adult,Good Player
G. Kamara,75,78,26,Rangers FC,Finland,CM,7500000,46000,76,60,71,76,72,76,Adult,Good Player
É. Balanta,75,75,29,Club Brugge KV,Colombia,"CDM,CM",4800000,22000,64,43,62,69,76,84,Adult,Good Player
J. Aholou,75,76,28,RC Strasbourg Alsace,Côte d'Ivoire,"CDM,CM",5500000,23000,64,60,68,69,73,77,Adult,Good Player
Luiz Gustavo,75,75,34,Al Nassr,Brazil,"CDM,CM",1900000,32000,55,61,68,69,76,80,Senior,Good Player
E. Valencia,75,75,32,Fenerbahçe SK,Ecuador,"ST,RW,LW",4600000,58000,87,74,67,74,47,78,Senior,Good Player
Vitinho,75,75,28,Ettifaq FC,Brazil,"LM,ST",5500000,29000,79,76,72,77,39,61,Adult,Good Player
L. Olaza,75,75,27,Real Valladolid CF,Uruguay,"LB,LWB,CB",5500000,20000,75,69,71,71,71,68,Adult,Good Player
Kévin Rodrigues,75,75,28,Adana Demirspor,Portugal,"LB,LM",5000000,20000,73,71,76,74,71,58,Adult,Good Player
K. Piątek,75,76,27,US Salernitana 1919,Poland,ST,6500000,30000,72,76,54,72,36,71,Adult,Good Player
Vallejo,75,79,25,Real Madrid CF,Spain,CB,7000000,90000,67,42,57,64,76,66,Adult,Good Player
Zainadine,75,75,34,Clube Sport Marítimo,Mozambique,CB,1800000,10000,74,46,57,63,76,77,Senior,Good Player
A. McCarthy,75,75,32,Southampton,England,GK,2800000,34000,74,72,61,80,57,72,Senior,Good Player
A. Younes,75,75,28,FC Utrecht,Germany,"CAM,LM",5500000,29000,69,68,72,81,38,61,Adult,Good Player
C. Arango,75,76,27,Los Angeles FC,Colombia,"ST,CAM",6500000,10000,75,74,63,75,35,72,Adult,Good Player
L. Burián,75,75,38,Vélez Sarsfield,Uruguay,GK,625000,7000,76,72,71,74,51,78,Senior,Good Player
K. Akpoguma,75,77,27,TSG Hoffenheim,Nigeria,"CB,RWB",6000000,28000,77,48,59,70,76,73,Adult,Good Player
O. Yokuşlu,75,76,28,West Bromwich Albion,Turkey,"CDM,CM,CB",5500000,31000,59,70,70,70,73,81,Adult,Good Player
D. Cheryshev,75,75,31,Venezia FC,Russia,"LM,LW",4700000,6000,73,73,74,74,57,65,Senior,Good Player
R. Quioto,75,75,30,Club de Foot Montréal,Honduras,ST,5500000,10000,85,73,69,71,22,81,Senior,Good Player
J. Wallace,75,75,28,West Bromwich Albion,England,"CAM,RW",5500000,34000,77,72,74,75,45,67,Adult,Good Player
Wendell,75,75,28,FC Porto,Brazil,LB,5000000,12000,79,54,70,76,69,70,Adult,Good Player
Duirval Diniz,75,75,26,Club Athletico Paranaense,Brazil,"CB,RB",5500000,14000,53,47,55,52,77,74,Adult,Good Player
Álex Baena,75,82,20,Villarreal CF,Spain,"RM,CM,ST",11000000,21000,76,74,73,74,59,62,Young,Good Player
Elildo Petri,75,75,26,Palmeiras,Brazil,"RM,CAM",6000000,33000,73,68,75,77,29,67,Adult,Good Player
Dênildo Stein,75,75,38,Ceará Sporting Club,Brazil,"ST,CF",1900000,12000,76,76,61,73,30,64,Senior,Good Player
C. Roberts,75,76,26,Burnley,Wales,"RB,RWB",6000000,36000,78,54,66,69,69,74,Adult,Good Player
J. Ayew,75,75,30,Crystal Palace,Ghana,"RW,ST,RM",5500000,50000,74,73,69,77,55,73,Senior,Good Player
T. Horn,75,77,29,1. FC Köln,Germany,GK,4700000,20000,75,75,58,78,47,69,Adult,Good Player
Formosandrinho,75,75,30,Clube Atlético Mineiro,Brazil,"ST,CF",5500000,34000,77,77,60,73,24,60,Senior,Good Player
T. Foket,75,75,27,Stade de Reims,Belgium,"RB,RWB",5500000,20000,72,57,69,71,71,76,Adult,Good Player
E. Gómez,75,75,28,River Plate,Argentina,"LB,LWB",5000000,16000,81,62,71,74,67,77,Adult,Good Player
B. Martins Indi,75,75,30,AZ Alkmaar,Netherlands,CB,4600000,10000,44,42,58,58,76,80,Senior,Good Player
D. Ward,75,75,29,Leicester City,Wales,GK,3800000,49000,75,73,67,76,45,74,Adult,Good Player
R. Thomas,75,75,34,Stade Malherbe Caen,France,CB,1800000,8000,33,37,54,47,76,72,Senior,Good Player
Rafael Cachoira,75,75,22,RB Bragantino,Brazil,"CB,CDM",6000000,13000,53,40,58,59,77,77,Young,Good Player
R. Alessandrini,75,75,33,Shenzhen FC,France,"ST,RM,LM",3600000,14000,85,78,72,78,45,68,Senior,Good Player
João Paulo,75,75,31,Seattle Sounders FC,Brazil,"CM,CDM",4600000,9000,72,69,77,75,69,70,Senior,Good Player
N. Sansone,75,75,30,Bologna,Italy,"CAM,LW",5500000,29000,78,71,71,80,44,54,Senior,Good Player
Dani García,75,75,32,Athletic Club de Bilbao,Spain,CM,4400000,24000,37,63,70,70,74,81,Senior,Good Player
Pepelu,75,81,23,Levante Unión Deportiva,Spain,"CM,CDM",9000000,11000,64,64,76,71,71,76,Adult,Good Player
T. Cairney,75,75,31,Fulham,Scotland,"CM,CAM",4600000,49000,58,73,77,76,62,64,Senior,Good Player
J. Seri,75,75,30,Hull City,Côte d'Ivoire,"CM,CDM",5500000,18000,65,67,77,76,67,65,Senior,Good Player
J. Aribo,75,78,25,Southampton,Nigeria,CM,7500000,44000,80,68,72,78,68,76,Adult,Good Player
T. Fountas,75,76,26,D.C. United,Greece,"CF,ST,CAM",6500000,10000,88,75,66,76,47,65,Adult,Good Player
F. Cristaldo,75,78,25,Club Atlético Huracán,Argentina,"CAM,CM,LM",7500000,13000,75,69,72,74,63,72,Adult,Good Player
S. Kolašinac,75,75,29,Olympique de Marseille,Bosnia and Herzegovina,"LB,CB",4900000,32000,73,62,68,70,71,85,Adult,Good Player
Iborra,75,75,34,Levante Unión Deportiva,Spain,"CDM,CM",1900000,26000,53,64,72,65,74,79,Senior,Good Player
S. Zuber,75,75,30,AEK Athens,Switzerland,LW,5500000,1000,77,73,73,76,67,73,Senior,Good Player
L. Giannetti,75,77,28,Vélez Sarsfield,Argentina,CB,5500000,15000,71,34,54,55,77,78,Adult,Good Player
Matheus,75,75,39,Zhejiang Professional FC,Brazil,"RM,ST,CF",1800000,8000,85,75,64,79,36,62,Senior,Good Player
A. Christiansen,75,75,32,Malmö FF,Denmark,"CM,CAM",4400000,9000,75,73,73,77,65,73,Senior,Good Player
Iván Alejo,75,75,27,Cádiz CF,Spain,"RM,LM",6000000,27000,81,73,73,76,44,67,Adult,Good Player
A. El Ghazi,75,75,27,PSV,Netherlands,"LW,RW",6000000,18000,70,78,70,75,35,66,Adult,Good Player
Lincoln,75,82,23,Fenerbahçe SK,Brazil,"CAM,CM",11500000,46000,78,70,77,78,45,65,Adult,Good Player
M. Dabbur,75,75,30,TSG Hoffenheim,Israel,ST,5500000,33000,57,74,65,77,32,68,Senior,Good Player
B. Chardonnet,75,78,27,Stade Brestois 29,France,CB,6500000,20000,54,45,54,60,75,76,Adult,Good Player
F. Zuqui,75,75,30,Estudiantes de La Plata,Argentina,"CM,CAM,CDM",5500000,13000,73,63,76,74,69,73,Senior,Good Player
Y. Chará,75,75,31,Portland Timbers,Colombia,"CAM,LM,RM",4700000,9000,91,69,67,78,52,71,Senior,Good Player
A. Maxim,75,75,31,Gazişehir Gaziantep F.K.,Romania,"CAM,CM,LM",4700000,18000,69,73,73,79,32,58,Senior,Good Player
S. Larsson,75,75,29,Antalyaspor,Sweden,"LM,ST",5500000,26000,76,72,73,80,38,59,Adult,Good Player
N. Füllkrug,75,75,29,SV Werder Bremen,Germany,ST,5500000,26000,61,76,62,70,36,74,Adult,Good Player
André Gomes,75,75,28,LOSC Lille,Portugal,"CM,CDM",5500000,37000,51,67,76,75,69,74,Adult,Good Player
L. Abergel,75,75,29,FC Lorient,France,"CDM,CM",4800000,18000,69,49,68,72,71,75,Adult,Good Player
A. Losilla,75,75,36,VfL Bochum 1848,France,"CDM,CM,CB",1100000,15000,52,57,67,71,72,76,Senior,Good Player
J. Larsen,75,75,31,Trabzonspor,Denmark,"RB,RWB,LWB",4099999,29000,77,60,71,73,70,75,Senior,Good Player
Samu Sáiz,75,75,31,Girona FC,Spain,"ST,LM,RM",4800000,26000,79,75,74,77,31,70,Senior,Good Player
Zé Luís,75,75,31,Atakaş Hatayspor,Cape Verde Islands,ST,4800000,16000,70,74,59,71,33,75,Senior,Good Player
R. Henry,75,78,24,Brentford,England,"LWB,LB",7000000,33000,90,40,59,74,70,72,Adult,Good Player
G. Higuaín,75,75,34,Inter Miami CF,Argentina,ST,2700000,10000,48,79,71,72,28,64,Senior,Good Player
N. Stark,75,77,27,SV Werder Bremen,Germany,"CB,CDM",6000000,21000,75,50,63,67,76,75,Adult,Good Player
J. Brownhill,75,78,26,Burnley,England,"CM,RM",7500000,40000,67,65,71,74,75,78,Adult,Good Player
Omar Mascarell,75,75,29,Elche CF,Spain,"CDM,CM",4800000,18000,57,60,69,72,72,71,Adult,Good Player
Lekue,75,75,29,Athletic Club de Bilbao,Spain,"RB,LB",4900000,23000,81,62,70,70,70,72,Adult,Good Player
Ș. Radu,75,75,35,Lazio,Romania,CB,1500000,26000,55,64,65,68,79,69,Senior,Good Player
A. Maitland-Niles,75,77,24,Southampton,England,"RWB,RM,RB",6500000,49000,78,62,70,74,70,71,Adult,Good Player
J. Russell,75,75,32,Sporting Kansas City,Scotland,"RW,RM",4500000,10000,77,75,71,76,50,79,Senior,Good Player
A. Ömür,75,80,23,Trabzonspor,Turkey,"CAM,RW,CM",8500000,28000,83,66,73,81,52,56,Adult,Good Player
G. Pezzella,75,77,24,Lecce,Italy,"LB,LM,LWB",6500000,5000,76,57,68,72,69,75,Adult,Good Player
N. Nández,75,76,26,Cagliari,Uruguay,"RM,CM",6500000,6000,80,66,69,77,71,79,Adult,Good Player
M. Zajc,75,75,28,Fenerbahçe SK,Slovenia,"CM,CDM,CAM",5500000,56000,66,73,75,75,66,65,Adult,Good Player
B. Alemán,75,75,32,Gimnasia y Esgrima La Plata,Uruguay,"CM,CAM,RM",4400000,17000,72,75,76,74,67,72,Senior,Good Player
A. Yarmolenko,75,75,32,Al Ain FC,Ukraine,"RM,ST",4500000,1000,58,79,77,77,42,67,Senior,Good Player
J. Clasie,75,75,31,AZ Alkmaar,Netherlands,"CM,CDM",4600000,11000,56,62,77,75,66,67,Senior,Good Player
Rochinha,75,75,27,Sporting CP,Portugal,LW,6000000,14000,83,67,69,80,40,53,Adult,Good Player
M. Silva,75,75,39,Club Libertad,Uruguay,GK,625000,500,78,73,72,81,31,73,Senior,Good Player
W. Bou,75,75,28,Vélez Sarsfield,Argentina,"ST,CF,CAM",6000000,17000,75,75,68,76,46,75,Adult,Good Player
S. Johnstone,75,77,29,Crystal Palace,England,GK,4700000,36000,77,72,68,77,42,74,Adult,Good Player
C. Ansaldi,75,75,35,Parma,Argentina,"LWB,LB,LM",1700000,4000,69,63,73,73,71,67,Senior,Good Player
B. Hübner,75,75,32,TSG Hoffenheim,Germany,CB,3600000,28000,38,33,55,57,78,67,Senior,Good Player
N. Clyne,74,74,31,Crystal Palace,England,RB,3100000,39000,69,60,70,72,73,64,Senior,Average
A. Rusnák,74,74,27,Seattle Sounders FC,Slovakia,"CAM,CDM,CM",4500000,8000,71,73,73,75,55,65,Adult,Average
A. Adli,74,84,22,Bayer 04 Leverkusen,France,"ST,LM",9500000,37000,86,72,67,80,40,54,Young,Average
G. Hanley,74,74,30,Norwich City,Scotland,CB,3500000,34000,53,32,47,49,76,78,Senior,Average
Ailtio Coelho,74,74,30,São Paulo,Brazil,LM,4099999,31000,82,72,71,74,38,60,Senior,Average
D. Lukébakio,74,77,24,Hertha BSC,Belgium,"RM,ST",6000000,22000,83,72,66,78,31,59,Adult,Average
M. Djenepo,74,78,24,Southampton,Mali,"LM,LWB,LB",6000000,37000,79,66,67,79,36,65,Adult,Average
Diogo Leite,74,82,23,1. FC Union Berlin,Portugal,CB,8500000,9000,60,38,48,57,76,73,Adult,Average
L. Perrin,74,79,23,RC Strasbourg Alsace,France,CB,6000000,18000,51,35,55,59,76,71,Adult,Average
Y. Musah,74,83,19,Valencia CF,United States,"RM,CM,CDM",9000000,16000,85,69,68,74,60,67,Young,Average
M. Carnesecchi,74,82,22,US Cremonese,Italy,GK,8000000,23000,75,72,64,78,30,73,Young,Average
Guilherme,74,74,31,Guangzhou City,Brazil,"RM,CAM",3500000,11000,91,67,69,76,51,67,Senior,Average
J. Ferreira,74,84,21,FC Dallas,United States,"CF,CAM,ST",9500000,7000,81,73,70,74,44,65,Young,Average
Douglas Armeira,74,74,30,Palmeiras,Brazil,RB,3600000,28000,72,57,63,69,72,74,Senior,Average
J. Sand,74,74,41,Club Atlético Lanús,Argentina,ST,0,12000,47,78,62,67,37,67,Senior,Average
M. Aramu,74,75,27,Genoa,Italy,"CAM,RW",4900000,5000,75,63,73,77,52,61,Adult,Average
A. Solari,74,74,30,RC Celta de Vigo,Argentina,"RM,LM",4099999,20000,85,62,72,75,58,73,Senior,Average
O. Kolář,74,75,27,SK Slavia Praha,Czech Republic,GK,3600000,900,75,73,77,74,53,73,Adult,Average
Sergio Álvarez,74,74,30,SD Eibar,Spain,"CDM,CM",3500000,9000,59,66,67,67,70,80,Senior,Average
G. Hamer,74,79,25,Coventry City,Netherlands,"CM,CDM",6000000,20000,69,69,75,72,71,77,Adult,Average
Luis Pérez,74,75,27,Real Valladolid CF,Spain,"RB,RWB",4400000,18000,88,47,63,68,69,77,Adult,Average
J. Cork,74,74,33,Burnley,England,"CDM,CM",2100000,34000,40,60,70,68,73,76,Senior,Average
Kiko Casilla,74,74,35,Getafe CF,Spain,GK,475000,11000,75,72,74,75,47,71,Senior,Average
N. Storm,74,74,27,KV Mechelen,Belgium,"LM,LW",4500000,14000,78,73,70,74,36,57,Adult,Average
